City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
545,koshurnikovo,54.1667,93.3,-20.00999999999999,99,76,1.04,RU,1675307525
546,safaga,26.7292,33.9365,13.870000000000005,58,2,7.27,EG,1675307525
547,leningradskiy,69.3833,178.4167,-23.669999999999987,99,77,2.51,RU,1675306968
548,yavaros,26.7,-109.5167,14.689999999999998,60,0,4.57,MX,1675307526
549,smolenskaya,44.7887,38.8018,-0.0999999999999659,83,100,1.16,RU,1675307526
550,puerto colombia,10.9878,-74.9547,25.05000000000001,79,6,14.15,CO,1675307034
551,taoudenni,22.6783,-3.9836,13.150000000000034,21,93,5.17,ML,1675307141
552,san luis,-33.295,-66.3356,18.090000000000032,90,36,5.62,AR,1675307527
553,taozhuang,34.85,117.3333,2.6299999999999955,25,100,3.41,CN,1675307527
554,novita,4.9551,-76.6053,22.74000000000001,98,92,0.93,CO,1675307527
555,katsuura,35.1333,140.3,8.03000000000003,32,100,4.75,JP,1675307037
556,goulburn,-34.75,149.7167,26.340000000000032,25,66,8.47,AU,1675307528
557,bilma,18.6853,12.9164,13.75,22,100,4.4,NE,1675307052
558,el carmen,8.5106,-73.4478,17.900000000000034,76,6,2.98,CO,1675307452
559,rehoboth,-23.3167,17.0833,22.27000000000004,30,94,3.76,NA,1675307529
560,teguise,29.0605,-13.564,16.120000000000005,63,20,8.75,ES,1675307253
561,mount gambier,-37.8333,140.7667,14.29000000000002,64,92,8.1,AU,1675307029
562,ngunguru,-35.6167,174.5,22.600000000000023,86,100,6.67,NZ,1675307146
563,matamoros,25.5333,-103.25,20.060000000000002,49,40,0.0,MX,1675307412
564,treinta y tres,-33.2333,-54.3833,19.49000000000001,96,21,2.89,UY,1675307529
565,marawi,7.9986,124.2928,26.170000000000016,66,100,2.53,PH,1675307039
566,el tigre,8.8875,-64.2454,23.430000000000007,51,0,4.93,VE,1675307530
567,lagos,6.5833,3.75,27.180000000000007,92,4,1.04,NG,1675306987
568,caxito,-8.5785,13.6643,23.74000000000001,90,95,1.75,AO,1675307530
569,loa janan,-0.583,117.095,26.220000000000027,84,100,1.31,ID,1675307531
570,baiyin,36.5583,104.2081,-2.3999999999999773,39,71,1.46,CN,1675307531
571,bagan,54.1001,77.6646,-25.20999999999998,99,5,1.59,RU,1675307531
572,sibi,29.5448,67.8764,14.340000000000032,30,0,0.45,PK,1675307532
573,markova,48.6758,24.4138,-1.6999999999999886,84,60,2.2,UA,1675307532
574,petropavlovsk-kamchatskiy,53.0452,158.6483,-10.669999999999959,52,0,2.0,RU,1675307035
575,mumbwa,-14.9783,27.0619,17.0,97,89,1.31,ZM,1675307533
576,armidale,-30.5167,151.65,27.100000000000023,25,0,5.29,AU,1675307533
577,lashio,22.9333,97.75,22.03000000000003,37,92,0.28,MM,1675307288
578,wuchang,44.9143,127.15,-13.96999999999997,77,6,4.15,CN,1675307534
579,kot isa khan,30.95,75.1333,10.5,43,10,2.42,IN,1675307534
580,fernie,49.5,-115.0687,-8.519999999999982,97,100,0.72,CA,1675307396
581,san francisco,37.7749,-122.4194,11.920000000000016,64,20,1.54,US,1675307285
582,gornozavodsk,58.3758,58.3211,-21.039999999999964,100,82,1.24,RU,1675307535
583,sao felix do xingu,-6.6447,-51.995,20.689999999999998,99,100,0.48,BR,1675307535
